title,console,genre,publisher,critic_score,us_sales,jp_sales,eu_sales,other_sales,total_sales
Anime Chick Story 1: Card Captor Sakura,PS,Adventure,Arika,,,,,,
Animorphs,GB,Adventure,Ubisoft,,,,,,
Ankh: Battle of the Gods,PC,Adventure,Xider Games,,,,,,
Ankh: Curse of the Scarab King,DS,Adventure,Xider Games,,,,,,
Ankh: Heart of Osiris,PC,Adventure,bhv Software,,,,,,
Ankh: Tutankhamen no Nazo,PS,Adventure,Ray Corporation,,,,,,
Ankoku Shinwa: Yamato Takeru Densetsu,NES,Adventure,Unknown,,,,,,
Another Heaven: Memory of Those Days,WS,Adventure,Omega Micott,,,,,,
Another Memories,PS,Adventure,Hearty Robin,,,,,,
Another Mind,PS,Adventure,Square,,,,,,
Another Perspective,PC,Adventure,Unknown,,,,,,
Another World,XOne,Adventure,Adult Dream,,,,,,
Another World,PS4,Adventure,Adult Dream,,,,,,
Another World,PC,Adventure,Adult Dream,,,,,,
Aoi Namida,PC,Adventure,CD Bros.,,,,,,
Aoi Namida,XB,Adventure,Panther Software,,,,,,
Aoishiro,PC,Adventure,Success,,,,,,
Apathy: Narugami Gakuen Toshi Densetsu Tantei Kyoku,DS,Adventure,Arc System Works,,,,,,
Apocalypse: Deus Ex Machina,PC,Adventure,Tactics,,,,,,
Apocripha/0,PS2,Adventure,GN Software,,,,,,
Apocripha/0,PC,Adventure,Unknown,,,,,,
Appointment with F.E.A.R.,And,Adventure,Tin Man Games,,,,,,
Aquanaut no Kyuujitsu 2,PS,Adventure,ArtDink,,,,,,
Aquanaut no Kyuujitsu: Memories of Summer 1996,PS,Adventure,ArtDink,,,,,,
Aquatic Tales,PC,Adventure,Unknown,,,,,,
Aquatic Tales,DS,Adventure,Unknown,,,,,,
Aquatic Tales,Wii,Adventure,Unknown,,,,,,
AR-K,OSX,Adventure,Gato Salvaje S.L.,,,,,,
AR-K,PC,Adventure,Gato Salvaje S.L.,,,,,,
AR: Forgotten Summer,PC,Adventure,Circus,,,,,,
Arabians Lost: The Engagement on Desert,PC,Adventure,Quinrose,,,,,,
Arcana: Hikari to Yami no Extasis,PC,Adventure,Ciel,,,,,,
Arcane Legends,PC,Adventure,Spacetime Studios,,,,,,
Arctic Tale,GBA,Adventure,DSI Games,,,,,,
Ark of Time,PS,Adventure,Project Two Interactive,,,,,,
Ark of Time,PC,Adventure,KOEI,,,,,,
Armen Noir,PS2,Adventure,Idea Factory,,,,,,
Armikrog,OSX,Adventure,Versus Evil,,,,,,
Armikrog,Linux,Adventure,Versus Evil,,,,,,
Armikrog,WiiU,Adventure,Versus Evil,,,,,,
Armikrog,PS4,Adventure,Versus Evil,,,,,,
Armikrog,PC,Adventure,Versus Evil,,,,,,
Art of Murder: Cards of Destiny,DS,Adventure,Unknown,,,,,,
Art of Murder: FBI Top Secret,DS,Adventure,City Interactive,,,,,,
Arthur and the Invisibles,PS2,Adventure,Atari,,,,,,
Arthur and the Invisibles,PC,Adventure,Atari,,,,,,
Arthur and the Invisibles,GBA,Adventure,Atari,3.1,,,,,
Arthur: The Quest for Excalibur,PC,Adventure,Infocom,,,,,,
Asa no Konai Yoru ni Dakarete: Eternal Night,PC,Adventure,Unknown,,,,,,
"Ashita Hakitto, Haremasuyou ni: She Said so, and Prayed to Cloudy Skies",PC,Adventure,Hug,,,,,,
Asobi ni Iku yo! Chikyuu Pinchi no Konyaku Sengen,PS2,Adventure,Idea Factory,,,,,,
Assassin's Creed,XBL,Adventure,Ubisoft,8.2,,,,,
Assault Armoroid Angelio,PC,Adventure,Outgrow,,,,,,
Asterix & Obelix (GBC),GB,Adventure,Infogrames,,,,,,
Asterix: Caesar's Challenge,PC,Adventure,Infogrames,,,,,,
Ataya Machi no Mitsuai,PC,Adventure,Unknown,,,,,,
Atelier,PC,Adventure,Tadashi,,,,,,
Athena: Awakening from the Ordinary Life,PS,Adventure,SNK,,,,,,
Atlantis III: The New World,PS2,Adventure,Cryo Interactive,,,,,,
Atlantis: The Lost Tales,SAT,Adventure,Cryo Interactive,,,,,,
Atlantis: The Lost Tales,PC,Adventure,Interplay,,,,,,
Atlantis: The Lost Tales,PS,Adventure,Cryo Interactive,,,,,,
Attack of the Saucerman!,PS,Adventure,Sony Computer Entertainment,,,,,,
Aura: Fate of the Ages,PC,Adventure,The Adventure Company,,,,,,
Aurora - The Secret Within,PC,Adventure,Lexicon Entertainment,,,,,,
Avatar: The Last Airbender,PSN,Adventure,THQ,,,,,,
Avatar: The Last Airbender,PS2,Adventure,THQ,,,,,,
Avatar: The Last Airbender,PC,Adventure,THQ,,,,,,
Avatar: The Last Airbender,XB,Adventure,THQ,,,,,,
Avatar: The Last Airbender,GBA,Adventure,THQ,6.5,,,,,
Avner,And,Adventure,Corbomite Games,,,,,,
Awakening Kingdoms,PC,Adventure,Big Fish Games,,,,,,
Awakening: Moonfell Wood,PC,Adventure,Big Fish Games,,,,,,
Awakening: Moonfell Wood,OSX,Adventure,Big Fish Games,,,,,,
Awakening: The Dreamless Castle,OSX,Adventure,Big Fish Games,,,,,,
Awakening: The Dreamless Castle,PC,Adventure,Big Fish Games,,,,,,
Awakening: The Goblin Kingdom,OSX,Adventure,Big Fish Games,,,,,,
Awakening: The Redleaf Forest,PC,Adventure,Big Fish Games,,,,,,
Awakening: The Redleaf Forest,OSX,Adventure,Big Fish Games,,,,,,
Awakening: The Skyward Castle,OSX,Adventure,Big Fish Games,,,,,,
Awakening: The Skyward Castle,PC,Adventure,Big Fish Games,,,,,,
Awakening: The Sunhook Spire,PC,Adventure,Big Fish Games,,,,,,
Awakening: The Sunhook Spire,OSX,Adventure,Big Fish Games,,,,,,
Axel & Pixel,XBL,Adventure,2K Games,6.9,,,,,
Ayaka Shibito,PC,Adventure,Propeller,,,,,,
Ayaka Shibito,PS2,Adventure,Dimple Entertainment,,,,,,
Ayaturi Yousuri: Dream Note,PC,Adventure,Undermoon,,,,,,
Azrael,PC,Adventure,Survive,,,,,,
Aztaka,PC,Adventure,Unknown,,,,,,
Aztec: The Curse in the Heart of the City of Gold,PS,Adventure,Cryo Interactive,,,,,,
B.A.T.,PC,Adventure,Ubisoft,,,,,,
b.l.u.e.: Legend of Water,PSN,Adventure,Hudson Soft,,,,,,
Baby Face,PC,Adventure,Oz Club,,,,,,
Back to the Future: The Game,PSN,Adventure,Telltale Games,,,,,,
Back to the Future: The Game - Episode I: It's About Time,PC,Adventure,Telltale Games,,,,,,
Back to the Future: The Game - Episode I: It's About Time,PSN,Adventure,Telltale Games,,,,,,
Back to the Future: The Game - Episode II: Get Tannen!,PSN,Adventure,Telltale Games,,,,,,
Back to the Future: The Game - Episode II: Get Tannen!,PC,Adventure,Telltale Games,,,,,,
Back to the Future: The Game - Episode III: Citizen Brown,PC,Adventure,Telltale Games,,,,,,
Back to the Future: The Game - Episode III: Citizen Brown,PSN,Adventure,Telltale Games,,,,,,
Back to the Future: The Game - Episode IV: Double Visions,PC,Adventure,Telltale Games,,,,,,
Back to the Future: The Game - Episode IV: Double Visions,PSN,Adventure,Telltale Games,,,,,,
Back to the Future: The Game - Episode V: OUTATIME,PC,Adventure,Unknown,6.9,,,,,
Back to the Future: The Game - Episode V: OUTATIME,PSN,Adventure,Telltale Games,7,,,,,
Bakuden Unbalance Zone,SCD,Adventure,Sony Computer Entertainment,,,,,,
Bakuretsu Hunter,SAT,Adventure,I'Max,,,,,,
Bakuretsu Hunter R,SAT,Adventure,King Records,,,,,,
Bakuretsu Hunter: Sorezore no Omoi...Nowaan Chatte,PS,Adventure,Banpresto,,,,,,
Baldr Force EXE,DC,Adventure,Alchemist,,,,,,
Bara no Ki Ni: Bara no Hansaku,PSP,Adventure,Quinrose,,,,,,
Barbarian the Ultimate Warrior,PC,Adventure,Unknown,,,,,,
Barbie and the Three Musketeers,PC,Adventure,Activision,,,,,,
Barbie as Rapunzel: A Creative Adventure,PC,Adventure,VU Games,,,,,,
Barbie as the Princess and the Pauper,PC,Adventure,VU Games,,,,,,
Barbie in The 12 Dancing Princesses,PS2,Adventure,Activision,,,,,,
Barbie in The 12 Dancing Princesses,PC,Adventure,Activision,,,,,,
Barbie in The 12 Dancing Princesses,GBA,Adventure,Activision,,,,,,
Barbie Vacation Adventure,GEN,Adventure,Hi Tech Expressions,,,,,,
Barbie Vacation Adventure,SNES,Adventure,Hi Tech Expressions,,,,,,
Batman: Vengeance,XB,Adventure,Ubisoft,6.8,,,,,
Beavis and Butt-head,GG,Adventure,Valcon Games,,,,,,
Beavis and Butt-head,SNES,Adventure,Viacom,,,,,,
Beavis and Butt-head Do U.,PC,Adventure,GT Interactive,,,,,,
Belief & Betrayal,PC,Adventure,Lighthouse Interactive,,,,,,
Below the Root,PC,Adventure,Unknown,,,,,,
Belzerion,3DO,Adventure,Human Entertainment,,,,,,
"Ben There, Dan That!",PC,Adventure,Zombie Cow Studios,,,,,,
Beneath a Steel Sky,PC,Adventure,Virgin Interactive,,,,,,
Benjamin Blümchen: Ein Tag im Zoo,DS,Adventure,Kiddinx,,,,,,
Beyond Castle Wolfenstein,PC,Adventure,Muse Software,,,,,,
Beyond Eyes,PS4,Adventure,Team17 Software,,,,,,
Beyond Eyes,XOne,Adventure,Team17 Software,,,,,,
Beyond Eyes,PC,Adventure,Team17 Software,,,,,,
Beyond Good & Evil 2,PC,Adventure,Ubisoft,,,,,,
Beyond Good & Evil 2,X360,Adventure,Ubisoft,,,,,,
Beyond Good & Evil 2,PS3,Adventure,Ubisoft,,,,,,
Beyond Good & Evil HD,XBL,Adventure,Ubisoft,8.3,,,,,
Beyond Good & Evil HD,PSN,Adventure,Ubisoft,,,,,,
Beyond the Future: Fix the Time Arrows,PS3,Adventure,5pb,,,,,,
Beyond the Future: Fix The Time Arrows,PSP,Adventure,5pb,,,,,,
Bibi and Tina: Holidays on Martinshof,GBA,Adventure,Kiddinx,,,,,,
Bible Black: The Game,PC,Adventure,Kitty Media,,,,,,
Big Brain Wolf,PC,Adventure,Frima Studio,,,,,,
Big Sky Trooper,SNES,Adventure,JVC,,,,,,
Biglands: A Game Made By Kids,OSX,Adventure,Diego Acevedo,,,,,,
Biglands: A Game Made By Kids,PC,Adventure,Diego Acevedo,,,,,,
Bik - A Space Adventure,OSX,Adventure,Zotnip,,,,,,
Bik - A Space Adventure,Linux,Adventure,Zotnip,,,,,,
Bik - A Space Adventure,PC,Adventure,Zotnip,,,,,,
Binary Spot,PC,Adventure,Unknown,,,,,,
Bishoujo Senshi Sailor Moon,PCE,Adventure,Banpresto,,,,,,
Black Buccaneer,PC,Adventure,Viva Media,,,,,,
Black Dahlia,PC,Adventure,Interplay,,,,,,
Black Jack: Hi no Tori Hen,DS,Adventure,Genki,,,,,,
Black Mirror,PC,Adventure,THQ Nordic,,,,,,
Black Robinia,PSP,Adventure,Broccoli,,,,,,
Black Robinia,PSN,Adventure,Broccoli,,,,,,
Black Sails,PC,Adventure,Astragon,,,,,,
Blackbay Asylum,PC,Adventure,Kiss,,,,,,
Blackwell Deception,PC,Adventure,Wadjet Eye Games,,,,,,
Blackwell Unbound,PC,Adventure,Big Fish Games,,,,,,
Blackwire,DSiW,Adventure,Unknown,,,,,,
Blade Kitten,XBL,Adventure,Atari,,,,,,
Blade Kitten,PSN,Adventure,Atari,,,,,,
Blanc Noir,PC,Adventure,GokuFero,,,,,,
Blood+ Final Piece,PSP,Adventure,Sony Computer Entertainment,,,,,,
Blood: The Last Vampire (Gekan),PS2,Adventure,Sony Computer Entertainment,,,,,,
Blue Exorcist: The Phantom Labyrinth of Time,PSP,Adventure,Unknown,,,,,,
Blue Force,PC,Adventure,Tsunami Media,,,,,,
Blue Lagoon,PC,Adventure,NOA,,,,,,
Blue Roses: Yousei to Aoi Hitomi no Senshitachi,PSN,Adventure,Nippon Ichi Software,,,,,,
Blue Sky Blue,DC,Adventure,Reindeer,,,,,,
Blue Sky Blue,PC,Adventure,Emu,,,,,,
Blue Submarine No. 6: Saigetsu Fumahito- Time and Tide,DC,Adventure,Sega,,,,,,
Blue Toad Murder Files: The Mysteries of Little Riddle - Episode Five,PSN,Adventure,Relentless Software,,,,,,
Blue Toad Murder Files: The Mysteries of Little Riddle - Episode Four,PSN,Adventure,Relentless Software,,,,,,
Blue Toad Murder Files: The Mysteries of Little Riddle - Episode Six,PSN,Adventure,Relentless Software,,,,,,
Blue Toad Murder Files: The Mysteries of Little Riddle - Episode Three,PSN,Adventure,Relentless Software,,,,,,
Blue Toad Murder Files: The Mysteries of Riddle Litttle - Episode Two,PSN,Adventure,Relentless Software,6.8,,,,,
Blueberry Garden,PC,Adventure,Erik Svedäng,5.3,,,,,
Bob Came in Pieces,PC,Adventure,Unknown,,,,,,
Bobby Carrot Forever,WW,Adventure,Unknown,7,,,,,
Boku no Kuwagata,GBA,Adventure,MTO,,,,,,
"Boku no Natsuyasumi 4: Seitouchi Shounen Tanteidan, Boku to Himitsu no Chizu",PSN,Adventure,Sony Computer Entertainment,,,,,,
Boku no Natsuyasumi Portable 2: Nazo Nazo Shimai to Chinbotsusen no Himitsu,PSN,Adventure,Sony Computer Entertainment,,,,,,
Boku no Natsuyasumi: Himitsu Taiken,PC,Adventure,Completes,,,,,,
Boku to Bokura no Natsu,DC,Adventure,KID,,,,,,
Boku wa Koukuu Kanseikan 3: Hawaii Honolulu Kokusai Kuukou,PC,Adventure,TechnoBrain,,,,,,
"Boku, Doraemon",DC,Adventure,Sega Toys,,,,,,
Bolt,PC,Adventure,Disney Interactive Studios,,,,,,
Bolt,XBL,Adventure,Disney Interactive Studios,,,,,,
Bot Colony,PC,Adventure,Unknown,,,,,,
Boukyaku no Senritsu: The Melody of Oblivion,GBA,Adventure,Bandai,,,,,,
Bounced,GB,Adventure,Midas Interactive Entertainment,,,,,,
Bounty Hunter Ludy+,PC,Adventure,ScooP,,,,,,
Bounty Hunter Sara: Holy Mountain no Teiou,PS,Adventure,Capcom,,,,,,
Bounty Hunter Sara: Holy Mountain no Teiou,DC,Adventure,Capcom,,,,,,
Brain Dead 13,AJ,Adventure,ReadySoft,,,,,,
Brain Dead 13,PC,Adventure,ReadySoft,,,,,,
Brain Dead 13,3DO,Adventure,ReadySoft,,,,,,
Brain Dead 13,SAT,Adventure,ReadySoft,,,,,,
Bratz 4 Real,PC,Adventure,THQ,,,,,,
Bratz: Babyz,PC,Adventure,THQ,,,,,,
BreakSoul,DS,Adventure,Unknown,,,,,,
Broken Age,PSV,Adventure,Nordic Games,,,,,,
Broken Age,PS4,Adventure,Nordic Games,,,,,,
Broken Sword Complete,PC,Adventure,Mastertronic,,,,,,
Broken Sword: Shadow of the Templars - The Director's Cut,PC,Adventure,Unknown,,,,,,
Broken Sword: The Sleeping Dragon,PS2,Adventure,THQ,,,,,,
Broken Sword: The Smoking Mirror,PC,Adventure,Virgin Interactive,,,,,,
Brothers: A Tale of Two Sons,WinP,Adventure,505 Games,,,,,,
Brothers: A Tale of Two Sons,PS3,Adventure,505 Games,,,,,,
Brothers: A Tale of Two Sons,X360,Adventure,505 Games,,,,,,
Brothers: A Tale of Two Sons,And,Adventure,505 Games,,,,,,
Bubblegum Crash,PCE,Adventure,Naxat Soft,,,,,,
Bugs N' Balls,DSiW,Adventure,Unknown,,,,,,
Bullet Butlers,PSP,Adventure,Unknown,,,,,,
Bullet Butlers,PC,Adventure,Propeller,,,,,,
Burn Cycle,PC,Adventure,Unknown,,,,,,
Byzantine: The Betrayal,PC,Adventure,Discovery Channel Multimedia,,,,,,
C.I.A. Adventure,PC,Adventure,Unknown,,,,,,
Cafe Little Wish: Mahou no Recipe,DC,Adventure,Princess Soft,,,,,,
Call of Cthulhu: Dark Corners of the Earth,PS2,Adventure,Unknown,,,,,,
Calling,PC,Adventure,Nigred,,,,,,
Can Can Bunny Extra DX,PCFX,Adventure,Cocktail Soft,,,,,,
Canaria: Kono Omoi o Uta ni Nosete,DC,Adventure,NEC Interchannel,,,,,,
Candy Stripe,DC,Adventure,Sega,,,,,,
Canvas,PS2,Adventure,NEC Interchannel,,,,,,
Canvas,PC,Adventure,Cocktail Soft,,,,,,
Canvas,DC,Adventure,NEC Interchannel,,,,,,
Canvas 2,PC,Adventure,F&C,,,,,,
Canvas 3: Hakugin no Portait,PC,Adventure,F&C,,,,,,
Canvas 4: Achrome Etude,PC,Adventure,F&C,,,,,,
Canvas Twin Pack,PC,Adventure,F&C,,,,,,
Card Captor Sakura: Itsumo Sakura-chan to Issho!,GB,Adventure,MTO,,,,,,
Card Captor Sakura: Sakura-Chan to Asobo!,PS2,Adventure,NHK,,,,,,
Carrier,DC,Adventure,Jaleco,7.1,,,,,
Casper,SAT,Adventure,Interplay,,,,,,
Casper's Scare School,PS2,Adventure,Blast! Entertainment Ltd,,,,,,
Casper: The Interactive Adventure,PC,Adventure,WizardWorks,,,,,,
Castle Fantasia,PS2,Adventure,Kadokawa Shoten,,,,,,
Castle Fantasia,PC,Adventure,Studio e-go,,,,,,
Castle Fantasia 2: Seima Taisen Renewal,PC,Adventure,Studio e-go,,,,,,
Castle Fantasia: Arihato Senki,PS2,Adventure,GN Software,,,,,,
Castle Fantasia: Erenshia Senki,PC,Adventure,Studio e-go,,,,,,
Castle Fantasia: Erenshia Senki Renewal,PC,Adventure,Studio e-go,,,,,,
Castle Fantasia: Seima Taisen,PC,Adventure,Studio e-go,,,,,,
Castle of Dr. Brain,PC,Adventure,Unknown,,,,,,
Castlevania: Harmony of Despair,PSN,Adventure,Konami,7.5,,,,,
Cat Girl Alliance,PC,Adventure,G-Collections,,,,,,
Catch! Kimochi Sensation,PSN,Adventure,Pandora Box,,,,,,
Catch! Kimochi Sensation,PS,Adventure,Pandora Box,,,,,,
Cate West: The Vanishing Files,PC,Adventure,RealArcade,,,,,,
Chaos Baby,PC,Adventure,ScooP,,,,,,
Chaos Baby Ashimi 2,PC,Adventure,ScooP,,,,,,
Chaos Baby: Yoshimi Coupling,PC,Adventure,ScooP,,,,,,
Chaos on Deponia,OSX,Adventure,Daedalic Entertainment,,,,,,
Chaos,Head,PC,Adventure,Nitro+,,,,,
Chariot,WiiU,Adventure,Frima Studio,,,,,,
Chariot,PC,Adventure,Frima Studio,,,,,,
Chariot,XOne,Adventure,Frima Studio,,,,,,
Chariot,PS4,Adventure,Frima Studio,,,,,,
Charlie and the Chocolate Factory,PC,Adventure,Global Star Software,,,,,,
Cheating Tom,And,Adventure,Crazy Labs,,,,,,
Cherry Blossom,DC,Adventure,Takuyo,,,,,,
Chibi Maruko-Chan 2: Deluxe Maruko World,GB,Adventure,Takara,,,,,,
Chibi Maruko-Chan: Maruko Enikki World,PS,Adventure,Takara,,,,,,
Chichimiko!!,PC,Adventure,Unknown,,,,,,
Chicken Run,DC,Adventure,Eidos Interactive,6.1,,,,,
Chicken Run,PC,Adventure,Eidos Interactive,,,,,,
Chicken Run,GB,Adventure,THQ,,,,,,
Chikudenya Toubee: BIT2 no Kubikiri Yakata Yori,PCE,Adventure,Naxat Soft,,,,,,
Chobits - Chiidake no Hito,PS2,Adventure,Broccoli,,,,,,
Chocolat: Maid Cafe Curio,DC,Adventure,Alchemist,,,,,,
Chou Gals! Kotobuki Ran,GB,Adventure,Konami,,,,,,
Christmas Cube,PC,Adventure,Orbit Soft,,,,,,
Chrono Belt: Ayaka Shibito & Bullet Butlers Crossover Disc,PC,Adventure,Propeller,,,,,,
Chrono Quest,PC,Adventure,Psygnosis,,,,,,
Chrono Quest II,PC,Adventure,Microvalue,,,,,,
Chulip,PS2,Adventure,Natsume,,,,,,
Cindy's Caribbean Holiday,PS,Adventure,Phoenix Games,,,,,,
Cindy's Fashion World,PS,Adventure,Phoenix Games,,,,,,
Circle of Blood,PC,Adventure,Virgin Interactive,,,,,,
Circuit's Edge,PC,Adventure,Infocom,,,,,,
Clannad,PC,Adventure,Key,,,,,,
Clannad: Mitsumi Mamoru Sakamichi de - Gekan,PSN,Adventure,Prototype,,,,,,
Clannad: Mitsumi Mamoru Sakamichi de - Joukan,PSN,Adventure,Prototype,,,,,,
Cleopatra  - A Queen's Destiny,PC,Adventure,Nobilis,,,,,,
Cleopatra: Riddle of the Tomb,PC,Adventure,DreamCatcher Interactive,,,,,,
Click Manga: Dynamic Robot Taisen 1,PS,Adventure,Tokuma Shoten,,,,,,
Click Manga: Dynamic Robot Taisen 2,PS,Adventure,Tokuma Shoten,,,,,,
Clock Tower,VC,Adventure,Human Entertainment,,,,,,
Clock Tower,SNES,Adventure,Human Entertainment,,,,,,
Clock Tower,PC,Adventure,Media Kite,,,,,,
Clock Tower for WonderSwan,WS,Adventure,Naxat Soft,,,,,,
Clock Zero: Shuuen no Ichibyou,PS2,Adventure,Idea Factory,,,,,,
Close to: Inori no Oka,DC,Adventure,KID,,,,,,
Cloud Chamber,PC,Adventure,Unknown,,,,,,
Cloudy With a Chance of Meatballs,PC,Adventure,Ubisoft,,,,,,
Cloudy with a Chance of Meatballs,PSN,Adventure,Ubisoft,6,,,,,
Clover Heart's,PC,Adventure,Alcot,,,,,,
Clover Heart's Append Disc Toy Tsumechaimashita,PC,Adventure,Alcot,,,,,,
Clover Heart's Twin's Pack,PC,Adventure,Alcot,,,,,,
Clover Heart's: Looking for Happiness,PC,Adventure,NEC Interchannel,,,,,,
Clover Heart's: Looking for Happiness,PS2,Adventure,NEC Interchannel,,,,,,
Codename: ICEMAN,PC,Adventure,Unknown,,,,,,
code_18,X360,Adventure,CyberFront,,,,,,
code_18,PSP,Adventure,CyberFront,,,,,,
Cognition,PC,Adventure,Unknown,,,,,,
Collection: Rebirth,PC,Adventure,Completes,,,,,,
Colorful Aquarium,PC,Adventure,Eufonie,,,,,,
Colorful Aquarium: My Little Mermaid,PS2,Adventure,Nine'sFox,,,,,,
Combat Queen,PS2,Adventure,Taito,,,,,,
Comic Party,DC,Adventure,Aquaplus,,,,,,
Comic Party,PC,Adventure,Leaf,,,,,,
Comic Party Portable,PSP,Adventure,Aquaplus,,,,,,
Comix Zone / Ecco The Dolphin,PC,Adventure,Unknown,,,,,,
Companions of Xanth,PC,Adventure,Legend Entertainment,,,,,,
Congo The Movie: Descent Into Zinj,PC,Adventure,Viacom,,,,,,
Conquest of the Crystal Palace,NES,Adventure,Asmik Corp,,,,,,
Conquests of Camelot: The Search for the Grail,PC,Adventure,Sierra Entertainment,,,,,,
Conquests of the Longbow: The Legend of Robin Hood,PC,Adventure,Sierra Entertainment,,,,,,
Cool World,SNES,Adventure,Ocean,,,,,,
Cool World,NES,Adventure,Ocean,,,,,,
Coraline,PS3,Adventure,Unknown,,,,,,
Coraline,X360,Adventure,Unknown,,,,,,
Cosmic Spacehead,MS,Adventure,Codemasters,,,,,,
Cosmic Walker,Wii,Adventure,Unknown,,,,,,
Countdown,PC,Adventure,Access Software,,,,,,
Cowboy Baby,PC,Adventure,Triangle,,,,,,
Crazy Hamster,DSiW,Adventure,Gamelion Studios,,,,,,
Crescendo,PC,Adventure,G-Collections,,,,,,
Crime Stories: From the Files of Martin Mystere,PC,Adventure,The Adventure Company,,,,,,
Criminal Girls,PSN,Adventure,Nippon Ichi Software,,,,,,
Crimson Empire,PS2,Adventure,Quinrose,,,,,,
Crimson Empire: Circumstances to Serve a Noble,PSP,Adventure,Quinrose,,,,,,
Crimson Room,DS,Adventure,Success,,,,,,
Crimson Room Reverse,PSN,Adventure,Agetec,,,,,,
Critical Path,PC,Adventure,Media.Vision Entertainment,,,,,,
Critical Point,PC,Adventure,Peach Princess,,,,,,
Croket! Great Jikuu no Boukensha,GBA,Adventure,Konami,,,,,,
Cross Channel,PSN,Adventure,CyberFront,,,,,,
Cross Channel: To All People,PS2,Adventure,KID,,,,,,
Cross † Channel,PC,Adventure,Flying Shine,,,,,,
Crusader: No Remorse,PC,Adventure,Electronic Arts,,,,,,
Crusader: No Remorse,SAT,Adventure,Electronic Arts,,,,,,
Crystal Key 2: The Far Realm,PC,Adventure,The Adventure Company,,,,,,
Crystal Renar,PC,Adventure,Digerati,,,,,,
Crystals of Time,PC,Adventure,exoSyphen Studios,,,,,,
CSI: Crime Scene Investigation Double Pack,PC,Adventure,Ubisoft,,,,,,
CSI: Crime Scene Investigation Super Pack,PC,Adventure,Ubisoft,,,,,,
CSI: Deadly Intent,PC,Adventure,Ubisoft,,,,,,
Cube & Star: An Arbitrary Love,PC,Adventure,Doppler Interactive,,,,,,
Cubic Castles,PC,Adventure,Unknown,,,,,,
Curse of Atlantis: Thorgal's Quest,PC,Adventure,The Adventure Company,,,,,,
Curse: The Eye of Isis,PC,Adventure,DreamCatcher Interactive,,,,,,
Curse: The Eye of Isis,PS2,Adventure,Unknown,,,,,,
Cursed Mountain,PC,Adventure,Koch Media,,,,,,
Cutey Honey FX,PCFX,Adventure,NEC Interchannel,,,,,,
Cyber War,PS,Adventure,Coconuts Japan,,,,,,
Cyberia,3DO,Adventure,Interplay,,,,,,
Cyberia,SAT,Adventure,Interplay,,,,,,
Cyberia,PC,Adventure,Interplay,,,,,,
Cyberia2: Resurrection,PC,Adventure,Virgin Interactive,,,,,,
D,3DO,Adventure,Panasonic Interactive Media,,,,,,
D,SAT,Adventure,Acclaim Entertainment,,,,,,
D,PC,Adventure,Acclaim Entertainment,,,,,,
D-2,DC,Adventure,Sega,6.4,,,,,
D.C. II P.C.: Da Capo II Plus Communication,PC,Adventure,Circus,,,,,,
D.C. II S.C.: Da Capo II Spring Celebration,PC,Adventure,Circus,,,,,,
D.C. II: Da Capo II,PC,Adventure,Circus,,,,,,
D.C. II: Da Capo II Fall in Love,PC,Adventure,Circus,,,,,,
D.C.: Da Capo,PC,Adventure,MangaGamer,,,,,,
D.C.: Da Capo - The Origin,PS2,Adventure,Sweets,,,,,,
D.C.P.C.: Da Capo Plus Communication,PC,Adventure,Circus,,,,,,
D.C.P.S.: Da Capo Plus Situation,PS2,Adventure,ESP,,,,,,
D.C.S.V.: Da Capo Summer Vacation,PC,Adventure,Circus,,,,,,
D.N.Angel: Kurenai no Tsubasa,PS2,Adventure,Takara,,,,,,
D.P.S.: Dream Program System,PC,Adventure,Alice Soft,,,,,,
D4,PC,Adventure,Unknown,,,,,,
D4: Dark Dreams Don't Die,XOne,Adventure,Microsoft Studios,,,,,,
DaiaDroids World: Evil Teikoku no Yabou,GBA,Adventure,Epoch,,,,,,
Daibanchou: Big Bang Age,PC,Adventure,Alice Soft,,,,,,
"Danchidzuma: Otokoto, Shimakuru, Onnatachi",PC,Adventure,Unknown,,,,,,
Dancing Blade II: Tears of Eden,DC,Adventure,Konami,,,,,,
Dancing Blade: Katte ni Momo Tenshi!,PS,Adventure,Konami,,,,,,
Dancing Blade: Katte ni Momo Tenshi!,DC,Adventure,Konami,,,,,,
Dangan-Ronpa,PSN,Adventure,Atlus,,,,,,
Dark Fall: Lights Out,PC,Adventure,The Adventure Company,,,,,,
Dark Sceptre,ACPC,Adventure,Firebird Software,,,,,,
Dark Seed,PC,Adventure,Cyberdreams,,,,,,
Dark Seed,PS,Adventure,Gaga,,,,,,
Dark Seed,SAT,Adventure,Gaga,,,,,,
Dark Seed II,SAT,Adventure,Gaga,,,,,,
Dark Seed II,PS,Adventure,Gaga,,,,,,
Dark Seed II,PC,Adventure,Cyberdreams,,,,,,
Dark Side of the Moon,PC,Adventure,SouthPeak Interactive,,,,,,
Dark Tales: From the Lost Soul,PS,Adventure,Sammy Corporation,,,,,,
